packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_row_id,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,census_candidate_confidence,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,production_model_rank_or_dashboard_change
41,100069,ADVENTHEALTH CARROLLWOOD,FL,7171 NORTH DALE MABRY HIGHWAY,TAMPA,33614,,2023,cms_county_blank,high,12057,"Hillsborough County, Florida",7,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,119.0,7315.0,213459573.0,257371915.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3925,100069__2023,12057,"Hillsborough County, Florida",Match,Exact,"7171 N DALE MABRY HWY, TAMPA, FL, 33614",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
42,144021,PACKARD MENTAL HEALTH CENTER,IL,901 SOUTHWIND RD,SPRINGFIELD,62703,,2024,cms_county_blank,high,17167,"Sangamon County, Illinois",2,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,150.0,170.0,52057559.0,,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3614,144021__2024,17167,"Sangamon County, Illinois",Match,Exact,"901 SOUTHWIND RD, SPRINGFIELD, IL, 62703",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
43,190204,OCHSNER MEDICAL CENTER -NORTHSHORE,LA,100 MEDICAL CENTER DRIVE,SLIDELL,70461,,2023,cms_county_blank,high,22103,"St. Tammany Parish, Louisiana",3,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,150.0,503.0,26069642.0,26318145.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3614,190204__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
44,130071,ST. LUKES NAMPA MEDICAL CENTER,ID,9850 W. ST. LUKES DRIVE,NAMPA,83687,,2023,cms_county_blank,high,16027,"Canyon County, Idaho",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,87.0,4786.0,184182568.0,237298821.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3421,130071__2023,16027,"Canyon County, Idaho",Match,Exact,"9850 W ST LUKES DR, NAMPA, ID, 83687",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
45,210034,MEDSTAR HARBOR HOSPITAL,MD,3001 SOUTH HANOVER STREET,BALTIMORE,21225,,2024,cms_county_blank,high,24005,"Baltimore County, Maryland",12,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,125.0,6846.0,162726994.0,189926055.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3321,210034__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
46,150088,ASCENSION ST. VINCENT ANDERSON,IN,2015 JACKSON STREET,ANDERSON,46016,,2024,cms_county_blank,high,18095,"Madison County, Indiana",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,136.0,4309.0,159024520.0,168499599.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3277,150088__2024,18095,"Madison County, Indiana",Match,Exact,"2015 JACKSON ST, ANDERSON, IN, 46016",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
47,190054,IBERIA MEDICAL CENTER,LA,2315 W MAIN STREET,NEW IBERIA,70562,,2023,cms_county_blank,high,22045,"Iberia Parish, Louisiana",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,133.0,3965.0,90825525.0,106319014.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.3205,190054__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
48,390198,MILLCREEK COMMUNITY HOSPITAL,PA,5515 PEACH STREET,ERIE,16509,,2024,cms_county_blank,high,42049,"Erie County, Pennsylvania",4,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,124.0,2552.0,52256368.0,68172763.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2988,390198__2024,42049,"Erie County, Pennsylvania",Match,Exact,"5515 PEACH ST, ERIE, PA, 16509",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
49,454107,BEHAVIORAL HOSPITAL OF BELLAIRE,TX,5314 DASHWOOD DRIVE,HOUSTON,77081,,2023,cms_county_blank,high,48201,"Harris County, Texas",34,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,122.0,4625.0,25706887.0,30430236.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.294,454107__2023,48201,"Harris County, Texas",Match,Exact,"5314 DASHWOOD DR, HOUSTON, TX, 77081",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
50,324010,BHC MESILLA VALLEY HOSPITAL LLC,NM,3751 DEL REY BLVD,LAS CRUCES,88012,,2023,cms_county_blank,high,35013,"Doña Ana County, New Mexico",4,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,120.0,4080.0,18383164.0,28583670.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2892,324010__2023,35013,"Doña Ana County, New Mexico",Match,Exact,"3751 DEL REY BLVD, LAS CRUCES, NM, 88012",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
51,114036,ACADIA GREENLEAF HOSPITAL,GA,2209 PINEVIEW DRIVE,VALDOSTA,31602,,2023,cms_county_blank,high,13185,"Lowndes County, Georgia",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,113.0,4074.0,22108575.0,27363284.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2723,114036__2023,13185,"Lowndes County, Georgia",Match,Exact,"2209 PINEVIEW DR, VALDOSTA, GA, 31602",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
52,474001,BRATTLEBORO RETREAT,VT,ANNA MARSH LANE,BRATTLEBORO,05302,,2023,cms_county_blank,high,50025,"Windham County, Vermont",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,113.0,1759.0,72243402.0,96398345.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2723,474001__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
53,334012,GREATER BINGHAMTON H.C.,NY,425 ROBINSON ST,BINGHAMTON,13901,,2024,cms_county_blank,high,36007,"Broome County, New York",2,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,111.0,238.0,60310543.0,,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2675,334012__2024,36007,"Broome County, New York",Match,Non_Exact,"425 ROBINSON ST, BINGHAMTON, NY, 13904",0.8,provider_original,0.84,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
54,294011,SPRING MOUNTAIN TREATMENT CENTER,NV,7000 WEST SPRING MOUNTAIN ROAD,LAS VEGAS,89117,,2023,cms_county_blank,high,32003,"Clark County, Nevada",22,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,110.0,4293.0,21429986.0,19738920.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2651,294011__2023,32003,"Clark County, Nevada",Match,Non_Exact,"7000 SPRING MOUNTAIN RD, LAS VEGAS, NV, 89117",0.88,provider_original,0.89,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
55,514009,MILDRED MITCHELL-BATEMAN HOSPITAL,WV,1530 NORWAY AVENUE,HUNTINGTON,25706,,2024,cms_county_blank,high,54011,"Cabell County, West Virginia",6,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,110.0,409.0,51287750.0,16735784.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2651,514009__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
56,050747,SOUTH COAST GLOBAL MEDICAL CENTER,CA,2710 SOUTH BRISTOL STREET,SANTA ANA,82701,,2023,cms_county_blank,high,06059,"Orange County, California",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,109.0,2028.0,70025201.0,65898518.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2627,050747__2023,06059,"Orange County, California",Match,Non_Exact,"2710 S BRISTOL ST, SANTA ANA, CA, 92704",0.8,provider_original,0.84,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
57,100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,3600 S. HIGHLANDS AVENUE,SEBRING,33870,,2023,cms_county_blank,high,12055,"Highlands County, Florida",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,109.0,4017.0,78365293.0,88647434.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2627,100049__2023,12055,"Highlands County, Florida",Match,Exact,"3600 S HIGHLANDS AVE, SEBRING, FL, 33870",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
58,050744,ANAHEIM GLOBAL MEDICAL CENTER,CA,1025 SOUTH ANAHEIM BOULEVARD,ANAHEIM,92805,,2023,cms_county_blank,high,06059,"Orange County, California",4,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,103.0,1500.0,79844279.0,80969798.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2482,050744__2023,06059,"Orange County, California",Match,Exact,"1025 S ANAHEIM BLVD, ANAHEIM, CA, 92805",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
59,100363,ADVENTHEALTH PALM COAST PARKWAY,FL,1 ADVENTHEALTH WAY,PALM COAST,32137,,2024,cms_county_blank,high,12035,"Flagler County, Florida",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,100.0,4749.0,85994959.0,98305026.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.241,100363__2024,12035,"Flagler County, Florida",Match,Exact,"1 ADVENTHEALTH WAY, PALM COAST, FL, 32137",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
60,504014,INLAND NORTHWEST BEHAVIORAL HEALTH,WA,104 W 5TH AVE,SPOKANE,99204,,2024,cms_county_blank,high,53063,"Spokane County, Washington",5,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,100.0,2374.0,25695451.0,30043042.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.241,504014__2024,53063,"Spokane County, Washington",Match,Exact,"104 W 5TH AVE, SPOKANE, WA, 99204",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
61,034034,DESTINY SPRINGS HEALTHCARE,AZ,17300 NORTH DYSART ROAD,SURPRISE,85378,,2023,cms_county_blank,high,04013,"Maricopa County, Arizona",1,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,90.0,2987.0,20159032.0,25397493.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2169,034034__2023,04013,"Maricopa County, Arizona",Match,Exact,"17300 N DYSART RD, SURPRISE, AZ, 85378",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
62,444030,ST THOMAS ASCENSION,TN,4220 HARDING ROAD,NASHVILLE,37205,,2023,cms_county_blank,high,47037,"Davidson County, Tennessee",11,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,90.0,2361.0,16303647.0,15217289.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2169,444030__2023,47037,"Davidson County, Tennessee",Match,Non_Exact,"4220 HARDING PIKE, NASHVILLE, TN, 37205",0.88,provider_original,0.89,,same_city_census_context_only,Census result is useful context but not strict enough for automatic same-city acceptance.,False
63,190201,LAKE AREA MEDICAL CENTER,LA,4200 NELSON RD,LAKE CHARLES,70605,,2024,cms_county_blank,high,22019,"Calcasieu Parish, Louisiana",4,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,88.0,2116.0,79635145.0,86345718.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.212,190201__2024,22019,"Calcasieu Parish, Louisiana",Match,Exact,"4200 NELSON RD, LAKE CHARLES, LA, 70605",0.97,provider_original,0.93,,same_city_census_confirms_candidate,Street-level Census exact match confirms the same-city candidate county FIPS.,False
64,064024,UHS OF DENVER INC,CO,8565 S POPLAR WAY,LITTLETON,80130,,2023,cms_county_blank,high,08005,"Arapahoe County, Colorado",2,same_state_city_unique_matched_cms_rows,0.76,operator_review_city_match_before_assigning,cms_county_missing_provider_geocode_review_required,86.0,2831.0,19612541.0,19544649.0,spot_check_same_city_candidate_before_assignment,Same state+city maps to one already matched CMS county; review address/ZIP before applying.,0.2072,064024__2023,08035,"Douglas County, Colorado",Match,Exact,"8565 S POPLAR WAY, LITTLETON, CO, 80130",0.97,provider_original,0.93,,same_city_census_conflicts_candidate,Street-level Census match conflicts with the same-city candidate county FIPS; keep in operator review.,False
